state,party,year,stattype,value
Baden-Württemberg,AfD,1992,%,
Baden-Württemberg,BHE³,1992,%,
Baden-Württemberg,KPD/DKP4,1992,%,0.0
Baden-Württemberg,NPD,1992,%,0.009000000000000001
Baden-Württemberg,REP,1992,%,0.109
Baden-Württemberg,PIRATEN,1992,%,
Baden-Württemberg,FREIE WÄHLER,1992,%,
Baden-Württemberg,Sonstige,1992,%,0.039
Baden-Württemberg,CDU,1996,%,0.413
Baden-Württemberg,SPD,1996,%,0.251
Baden-Württemberg,FDP/DVP,1996,%,0.096
Baden-Württemberg,GRÜNE,1996,%,0.121
Baden-Württemberg,AfD,1996,%,
Baden-Württemberg,BHE³,1996,%,
Baden-Württemberg,KPD/DKP4,1996,%,0.002
Baden-Württemberg,NPD,1996,%,
Baden-Württemberg,REP,1996,%,0.091
Baden-Württemberg,PIRATEN,1996,%,
Baden-Württemberg,FREIE WÄHLER,1996,%,
Baden-Württemberg,Sonstige,1996,%,0.027999999999999997
Baden-Württemberg,CDU,2001,%,0.44799999999999995
Baden-Württemberg,SPD,2001,%,0.33299999999999996
Baden-Württemberg,FDP/DVP,2001,%,0.081
Baden-Württemberg,GRÜNE,2001,%,0.077
Baden-Württemberg,AfD,2001,%,
Baden-Württemberg,BHE³,2001,%,
Baden-Württemberg,KPD/DKP4,2001,%,
Baden-Württemberg,NPD,2001,%,0.002
Baden-Württemberg,REP,2001,%,0.044000000000000004
Baden-Württemberg,PIRATEN,2001,%,
Baden-Württemberg,FREIE WÄHLER,2001,%,
Baden-Württemberg,Sonstige,2001,%,0.015
Baden-Württemberg,CDU,2006,%,0.442
Baden-Württemberg,SPD,2006,%,0.252
Baden-Württemberg,FDP/DVP,2006,%,0.107
Baden-Württemberg,GRÜNE,2006,%,0.11699999999999999
Baden-Württemberg,AfD,2006,%,
Baden-Württemberg,BHE³,2006,%,
Baden-Württemberg,KPD/DKP4,2006,%,
Baden-Württemberg,NPD,2006,%,0.006999999999999999
Baden-Württemberg,REP,2006,%,0.025
Baden-Württemberg,PIRATEN,2006,%,
Baden-Württemberg,FREIE WÄHLER,2006,%,
Baden-Württemberg,Sonstige,2006,%,0.02
Baden-Württemberg,CDU,2011,%,0.39
Baden-Württemberg,SPD,2011,%,0.231
Baden-Württemberg,FDP/DVP,2011,%,0.053
Baden-Württemberg,GRÜNE,2011,%,0.242
Baden-Württemberg,AfD,2011,%,
Baden-Württemberg,BHE³,2011,%,
Baden-Württemberg,KPD/DKP4,2011,%,
Baden-Württemberg,NPD,2011,%,0.01
Baden-Württemberg,REP,2011,%,0.011000000000000001
Baden-Württemberg,PIRATEN,2011,%,0.021
Baden-Württemberg,FREIE WÄHLER,2011,%,
Baden-Württemberg,Sonstige,2011,%,0.013999999999999999
Baden-Württemberg,CDU,2016,%,0.27
Baden-Württemberg,SPD,2016,%,0.127
Baden-Württemberg,FDP/DVP,2016,%,0.083
Baden-Württemberg,GRÜNE,2016,%,0.303
Baden-Württemberg,AfD,2016,%,0.151
Baden-Württemberg,BHE³,2016,%,
Baden-Württemberg,KPD/DKP4,2016,%,0.0
Baden-Württemberg,NPD,2016,%,0.004
Baden-Württemberg,REP,2016,%,0.003
Baden-Württemberg,PIRATEN,2016,%,0.004
Baden-Württemberg,FREIE WÄHLER,2016,%,0.001
Baden-Württemberg,Sonstige,2016,%,0.025
Baden-Württemberg,CDU,2021,%,0.24100000000000002
Baden-Württemberg,SPD,2021,%,0.11
Baden-Württemberg,FDP/DVP,2021,%,0.105
Baden-Württemberg,GRÜNE,2021,%,0.326
Baden-Württemberg,AfD,2021,%,0.09699999999999999
Baden-Württemberg,BHE³,2021,%,
Baden-Württemberg,KPD/DKP4,2021,%,0.0
Baden-Württemberg,NPD,2021,%,
Baden-Württemberg,REP,2021,%,
Baden-Württemberg,PIRATEN,2021,%,0.001
Baden-Württemberg,FREIE WÄHLER,2021,%,0.03
Baden-Württemberg,Sonstige,2021,%,0.054000000000000006
Sachsen-Anhalt,Wahlbeteiligung,1990,%,0.6509999999999999
Sachsen-Anhalt,CDU,1990,%,0.39
Sachsen-Anhalt,SPD,1990,%,0.26
Sachsen-Anhalt,DIE LINKE¹,1990,%,0.12
Sachsen-Anhalt,FDP,1990,%,0.135
Sachsen-Anhalt,B’90/GRÜNE²,1990,%,0.053
Sachsen-Anhalt,DVU,1990,%,
Sachsen-Anhalt,AfD,1990,%,
Sachsen-Anhalt,NPD,1990,%,0.001
Sachsen-Anhalt,REP,1990,%,0.006
Sachsen-Anhalt,DSU,1990,%,0.017
Sachsen-Anhalt,SCHILL,1990,%,
Sachsen-Anhalt,FREIE WÄHLER,1990,%,
Sachsen-Anhalt,Sonstige,1990,%,0.017
Sachsen-Anhalt,Wahlbeteiligung,1994,%,0.5479999999999999
Sachsen-Anhalt,CDU,1994,%,0.344
Sachsen-Anhalt,SPD,1994,%,0.34
Sachsen-Anhalt,DIE LINKE¹,1994,%,0.19899999999999998
Sachsen-Anhalt,FDP,1994,%,0.036000000000000004
Sachsen-Anhalt,B’90/GRÜNE²,1994,%,0.051
Sachsen-Anhalt,DVU,1994,%,
Sachsen-Anhalt,AfD,1994,%,
Sachsen-Anhalt,NPD,1994,%,
Sachsen-Anhalt,REP,1994,%,0.013999999999999999
Sachsen-Anhalt,DSU,1994,%,0.002
Sachsen-Anhalt,SCHILL,1994,%,
Sachsen-Anhalt,FREIE WÄHLER,1994,%,
Sachsen-Anhalt,Sonstige,1994,%,0.015
Sachsen-Anhalt,Wahlbeteiligung,1998,%,0.7170000000000001
Sachsen-Anhalt,CDU,1998,%,0.22
Sachsen-Anhalt,SPD,1998,%,0.359
Sachsen-Anhalt,DIE LINKE¹,1998,%,0.196
Sachsen-Anhalt,FDP,1998,%,0.042
Sachsen-Anhalt,B’90/GRÜNE²,1998,%,0.032
Sachsen-Anhalt,DVU,1998,%,0.129
Sachsen-Anhalt,AfD,1998,%,
Sachsen-Anhalt,NPD,1998,%,
Sachsen-Anhalt,REP,1998,%,0.006999999999999999
Sachsen-Anhalt,DSU,1998,%,
Sachsen-Anhalt,SCHILL,1998,%,
Sachsen-Anhalt,FREIE WÄHLER,1998,%,
Sachsen-Anhalt,Sonstige,1998,%,0.015
Sachsen-Anhalt,Wahlbeteiligung,2002,%,0.565
Sachsen-Anhalt,CDU,2002,%,0.373
Sachsen-Anhalt,SPD,2002,%,0.2
Sachsen-Anhalt,DIE LINKE¹,2002,%,0.204
Sachsen-Anhalt,FDP,2002,%,0.133
Sachsen-Anhalt,B’90/GRÜNE²,2002,%,0.02
Sachsen-Anhalt,DVU,2002,%,
Sachsen-Anhalt,AfD,2002,%,
Sachsen-Anhalt,NPD,2002,%,
Sachsen-Anhalt,REP,2002,%,
Sachsen-Anhalt,DSU,2002,%,
Sachsen-Anhalt,SCHILL,2002,%,0.045
Sachsen-Anhalt,FREIE WÄHLER,2002,%,
Sachsen-Anhalt,Sonstige,2002,%,0.025
Sachsen-Anhalt,Wahlbeteiligung,2006,%,0.444
Sachsen-Anhalt,CDU,2006,%,0.36200000000000004
Sachsen-Anhalt,SPD,2006,%,0.214
Sachsen-Anhalt,DIE LINKE¹,2006,%,0.24100000000000002
Sachsen-Anhalt,FDP,2006,%,0.067
Sachsen-Anhalt,B’90/GRÜNE²,2006,%,0.036000000000000004
Sachsen-Anhalt,DVU,2006,%,0.03
Sachsen-Anhalt,AfD,2006,%,
Sachsen-Anhalt,NPD,2006,%,
Sachsen-Anhalt,REP,2006,%,0.005
Sachsen-Anhalt,DSU,2006,%,0.003
Sachsen-Anhalt,SCHILL,2006,%,
Sachsen-Anhalt,FREIE WÄHLER,2006,%,
Sachsen-Anhalt,Sonstige,2006,%,0.042
Sachsen-Anhalt,Wahlbeteiligung,2011,%,0.512
Sachsen-Anhalt,CDU,2011,%,0.325
Sachsen-Anhalt,SPD,2011,%,0.215
Sachsen-Anhalt,DIE LINKE¹,2011,%,0.237
Sachsen-Anhalt,FDP,2011,%,0.038
Sachsen-Anhalt,B’90/GRÜNE²,2011,%,0.071
Sachsen-Anhalt,DVU,2011,%,
Sachsen-Anhalt,AfD,2011,%,
Sachsen-Anhalt,NPD,2011,%,0.046
Sachsen-Anhalt,REP,2011,%,
Sachsen-Anhalt,DSU,2011,%,
Sachsen-Anhalt,SCHILL,2011,%,
Sachsen-Anhalt,FREIE WÄHLER,2011,%,0.027999999999999997
Sachsen-Anhalt,Sonstige,2011,%,0.039
Sachsen-Anhalt,Wahlbeteiligung,2016,%,0.611
Sachsen-Anhalt,CDU,2016,%,0.298
Sachsen-Anhalt,SPD,2016,%,0.106
Sachsen-Anhalt,DIE LINKE¹,2016,%,0.163
Sachsen-Anhalt,FDP,2016,%,0.049
Sachsen-Anhalt,B’90/GRÜNE²,2016,%,0.052000000000000005
Sachsen-Anhalt,DVU,2016,%,
Sachsen-Anhalt,AfD,2016,%,0.243
Sachsen-Anhalt,NPD,2016,%,0.019
Sachsen-Anhalt,REP,2016,%,
Sachsen-Anhalt,DSU,2016,%,
Sachsen-Anhalt,SCHILL,2016,%,
Sachsen-Anhalt,FREIE WÄHLER,2016,%,0.022000000000000002
Sachsen-Anhalt,Sonstige,2016,%,0.049
Sachsen-Anhalt,Wahlbeteiligung,2021*,%,0.603
Sachsen-Anhalt,CDU,2021*,%,0.371
Sachsen-Anhalt,SPD,2021*,%,0.084
Sachsen-Anhalt,DIE LINKE¹,2021*,%,0.11
Sachsen-Anhalt,FDP,2021*,%,0.064
Sachsen-Anhalt,B’90/GRÜNE²,2021*,%,0.059000000000000004
Sachsen-Anhalt,DVU,2021*,%,
Sachsen-Anhalt,AfD,2021*,%,0.20800000000000002
Sachsen-Anhalt,NPD,2021*,%,0.003
Sachsen-Anhalt,REP,2021*,%,
Sachsen-Anhalt,DSU,2021*,%,
Sachsen-Anhalt,SCHILL,2021*,%,
Sachsen-Anhalt,FREIE WÄHLER,2021*,%,0.031
Sachsen-Anhalt,Sonstige,2021*,%,0.069
Hamburg,Wahlbeteiligung,1946,%,0.79
Hamburg,CDU1,1946,%,0.267
Hamburg,SPD,1946,%,0.431
Hamburg,FDP,1946,%,0.182
Hamburg,GRÜNE/GAL2,1946,%,
Hamburg,Schill/Offensive3,1946,%,
Hamburg,DIE LINKE4,1946,%,
Hamburg,STATT-Partei,1946,%,
Hamburg,AfD,1946,%,
Hamburg,DRP/NPD6,1946,%,
Hamburg,PIRATEN,1946,%,
Hamburg,KPD/DKP5,1946,%,0.10400000000000001
Hamburg,DP,1946,%,
Hamburg,REP,1946,%,
Hamburg,DVU,1946,%,
Hamburg,Sonstige,1946,%,0.016
Hamburg,Wahlbeteiligung,1949,%,0.705
Hamburg,CDU1,1949,%,0.345
Hamburg,SPD,1949,%,0.428
Hamburg,FDP,1949,%,
Hamburg,GRÜNE/GAL2,1949,%,
Hamburg,Schill/Offensive3,1949,%,
Hamburg,DIE LINKE4,1949,%,
Hamburg,STATT-Partei,1949,%,
Hamburg,AfD,1949,%,
Hamburg,DRP/NPD6,1949,%,
Hamburg,PIRATEN,1949,%,
Hamburg,KPD/DKP5,1949,%,0.07400000000000001
Hamburg,DP,1949,%,0.133
Hamburg,REP,1949,%,
Hamburg,DVU,1949,%,
Hamburg,Sonstige,1949,%,0.02
Hamburg,Wahlbeteiligung,1953,%,0.809
Hamburg,CDU1,1953,%,0.5
Hamburg,SPD,1953,%,0.452
Hamburg,FDP,1953,%,
Hamburg,GRÜNE/GAL2,1953,%,
Hamburg,Schill/Offensive3,1953,%,
Hamburg,DIE LINKE4,1953,%,
Hamburg,STATT-Partei,1953,%,
Hamburg,AfD,1953,%,
Hamburg,DRP/NPD6,1953,%,0.006999999999999999
Hamburg,PIRATEN,1953,%,
Hamburg,KPD/DKP5,1953,%,0.032
Hamburg,DP,1953,%,
Hamburg,REP,1953,%,
Hamburg,DVU,1953,%,
Hamburg,Sonstige,1953,%,0.009000000000000001
Hamburg,Wahlbeteiligung,1957,%,0.773
Hamburg,CDU1,1957,%,0.322
Hamburg,SPD,1957,%,0.539
Hamburg,FDP,1957,%,0.086
Hamburg,GRÜNE/GAL2,1957,%,
Hamburg,Schill/Offensive3,1957,%,
Hamburg,DIE LINKE4,1957,%,
Hamburg,STATT-Partei,1957,%,
Hamburg,AfD,1957,%,
Hamburg,DRP/NPD6,1957,%,0.004
Hamburg,PIRATEN,1957,%,
Hamburg,KPD/DKP5,1957,%,
Hamburg,DP,1957,%,0.040999999999999995
Hamburg,REP,1957,%,
Hamburg,DVU,1957,%,
Hamburg,Sonstige,1957,%,0.008
Hamburg,Wahlbeteiligung,1961,%,0.723
Hamburg,CDU1,1961,%,0.29100000000000004
Hamburg,SPD,1961,%,0.574
Hamburg,FDP,1961,%,0.096
Hamburg,GRÜNE/GAL2,1961,%,
Hamburg,Schill/Offensive3,1961,%,
Hamburg,DIE LINKE4,1961,%,
Hamburg,STATT-Partei,1961,%,
Hamburg,AfD,1961,%,
Hamburg,DRP/NPD6,1961,%,0.009000000000000001
Hamburg,PIRATEN,1961,%,
Hamburg,KPD/DKP5,1961,%,
Hamburg,DP,1961,%,
Hamburg,REP,1961,%,
Hamburg,DVU,1961,%,
Hamburg,Sonstige,1961,%,0.03
Hamburg,Wahlbeteiligung,1966,%,0.698
Hamburg,CDU1,1966,%,0.3
Hamburg,SPD,1966,%,0.59
Hamburg,FDP,1966,%,0.068
Hamburg,GRÜNE/GAL2,1966,%,
Hamburg,Schill/Offensive3,1966,%,
Hamburg,DIE LINKE4,1966,%,
Hamburg,STATT-Partei,1966,%,
Hamburg,AfD,1966,%,
Hamburg,DRP/NPD6,1966,%,0.039
Hamburg,PIRATEN,1966,%,
Hamburg,KPD/DKP5,1966,%,
Hamburg,DP,1966,%,
Hamburg,REP,1966,%,
Hamburg,DVU,1966,%,
Hamburg,Sonstige,1966,%,0.003
Hamburg,Wahlbeteiligung,1970,%,0.7340000000000001
Hamburg,CDU1,1970,%,0.32799999999999996
Hamburg,SPD,1970,%,0.5529999999999999
Hamburg,FDP,1970,%,0.071
Hamburg,GRÜNE/GAL2,1970,%,
Hamburg,Schill/Offensive3,1970,%,
Hamburg,DIE LINKE4,1970,%,
Hamburg,STATT-Partei,1970,%,
Hamburg,AfD,1970,%,
Hamburg,DRP/NPD6,1970,%,0.027000000000000003
Hamburg,PIRATEN,1970,%,
Hamburg,KPD/DKP5,1970,%,0.017
Hamburg,DP,1970,%,
Hamburg,REP,1970,%,
Hamburg,DVU,1970,%,
Hamburg,Sonstige,1970,%,0.004
Hamburg,Wahlbeteiligung,1974,%,0.804
Hamburg,CDU1,1974,%,0.406
Hamburg,SPD,1974,%,0.45
Hamburg,FDP,1974,%,0.109
Hamburg,GRÜNE/GAL2,1974,%,
Hamburg,Schill/Offensive3,1974,%,
Hamburg,DIE LINKE4,1974,%,
Hamburg,STATT-Partei,1974,%,
Hamburg,AfD,1974,%,
Hamburg,DRP/NPD6,1974,%,0.008
Hamburg,PIRATEN,1974,%,
Hamburg,KPD/DKP5,1974,%,0.022000000000000002
Hamburg,DP,1974,%,
Hamburg,REP,1974,%,
Hamburg,DVU,1974,%,
Hamburg,Sonstige,1974,%,0.006
Hamburg,Wahlbeteiligung,1978,%,0.767
Hamburg,CDU1,1978,%,0.376
Hamburg,SPD,1978,%,0.515
Hamburg,FDP,1978,%,0.048
Hamburg,GRÜNE/GAL2,1978,%,0.045
Hamburg,Schill/Offensive3,1978,%,
Hamburg,DIE LINKE4,1978,%,
Hamburg,STATT-Partei,1978,%,
Hamburg,AfD,1978,%,
Hamburg,DRP/NPD6,1978,%,0.003
Hamburg,PIRATEN,1978,%,
Hamburg,KPD/DKP5,1978,%,0.01
Hamburg,DP,1978,%,
Hamburg,REP,1978,%,
Hamburg,DVU,1978,%,
Hamburg,Sonstige,1978,%,
Hamburg,Wahlbeteiligung,1982 (I),%,0.779
Hamburg,CDU1,1982 (I),%,0.43200000000000005
Hamburg,SPD,1982 (I),%,0.42700000000000005
Hamburg,FDP,1982 (I),%,0.049
Hamburg,GRÜNE/GAL2,1982 (I),%,0.077
Hamburg,Schill/Offensive3,1982 (I),%,
Hamburg,DIE LINKE4,1982 (I),%,
Hamburg,STATT-Partei,1982 (I),%,
Hamburg,AfD,1982 (I),%,
Hamburg,DRP/NPD6,1982 (I),%,
Hamburg,PIRATEN,1982 (I),%,
Hamburg,KPD/DKP5,1982 (I),%,0.006
Hamburg,DP,1982 (I),%,
Hamburg,REP,1982 (I),%,
Hamburg,DVU,1982 (I),%,
Hamburg,Sonstige,1982 (I),%,0.009000000000000001
Hamburg,Wahlbeteiligung,1982 (II),%,0.84
Hamburg,CDU1,1982 (II),%,0.386
Hamburg,SPD,1982 (II),%,0.513
Hamburg,FDP,1982 (II),%,0.026000000000000002
Hamburg,GRÜNE/GAL2,1982 (II),%,0.068
Hamburg,Schill/Offensive3,1982 (II),%,
Hamburg,DIE LINKE4,1982 (II),%,
Hamburg,STATT-Partei,1982 (II),%,
Hamburg,AfD,1982 (II),%,
Hamburg,DRP/NPD6,1982 (II),%,
Hamburg,PIRATEN,1982 (II),%,
Hamburg,KPD/DKP5,1982 (II),%,0.004
Hamburg,DP,1982 (II),%,
Hamburg,REP,1982 (II),%,
Hamburg,DVU,1982 (II),%,
Hamburg,Sonstige,1982 (II),%,0.003
Hamburg,Wahlbeteiligung,1986,%,0.7809999999999999
Hamburg,CDU1,1986,%,0.419
Hamburg,SPD,1986,%,0.41700000000000004
Hamburg,FDP,1986,%,0.048
Hamburg,GRÜNE/GAL2,1986,%,0.10400000000000001
Hamburg,Schill/Offensive3,1986,%,
Hamburg,DIE LINKE4,1986,%,
Hamburg,STATT-Partei,1986,%,
Hamburg,AfD,1986,%,
Hamburg,DRP/NPD6,1986,%,
Hamburg,PIRATEN,1986,%,
Hamburg,KPD/DKP5,1986,%,0.002
Hamburg,DP,1986,%,
Hamburg,REP,1986,%,
Hamburg,DVU,1986,%,
Hamburg,Sonstige,1986,%,0.009000000000000001
Hamburg,Wahlbeteiligung,1987,%,0.7959999999999999
Hamburg,CDU1,1987,%,0.405
Hamburg,SPD,1987,%,0.45
Hamburg,FDP,1987,%,0.065
Hamburg,GRÜNE/GAL2,1987,%,0.07
Hamburg,Schill/Offensive3,1987,%,
Hamburg,DIE LINKE4,1987,%,
Hamburg,STATT-Partei,1987,%,
Hamburg,AfD,1987,%,
Hamburg,DRP/NPD6,1987,%,
Hamburg,PIRATEN,1987,%,
Hamburg,KPD/DKP5,1987,%,
Hamburg,DP,1987,%,
Hamburg,REP,1987,%,
Hamburg,DVU,1987,%,
Hamburg,Sonstige,1987,%,0.01
Hamburg,Wahlbeteiligung,1991,%,0.6609999999999999
Hamburg,CDU1,1991,%,0.35100000000000003
Hamburg,SPD,1991,%,0.48
Hamburg,FDP,1991,%,0.054000000000000006
Hamburg,GRÜNE/GAL2,1991,%,0.07200000000000001
Hamburg,Schill/Offensive3,1991,%,
Hamburg,DIE LINKE4,1991,%,0.005
Hamburg,STATT-Partei,1991,%,
Hamburg,AfD,1991,%,
Hamburg,DRP/NPD6,1991,%,
Hamburg,PIRATEN,1991,%,
Hamburg,KPD/DKP5,1991,%,0.001
Hamburg,DP,1991,%,
Hamburg,REP,1991,%,0.012
Hamburg,DVU,1991,%,
Hamburg,Sonstige,1991,%,0.025
Hamburg,Wahlbeteiligung,1993,%,0.696
Hamburg,CDU1,1993,%,0.251
Hamburg,SPD,1993,%,0.40399999999999997
Hamburg,FDP,1993,%,0.042
Hamburg,GRÜNE/GAL2,1993,%,0.135
Hamburg,Schill/Offensive3,1993,%,
Hamburg,DIE LINKE4,1993,%,0.005
Hamburg,STATT-Partei,1993,%,0.055999999999999994
Hamburg,AfD,1993,%,
Hamburg,DRP/NPD6,1993,%,
Hamburg,PIRATEN,1993,%,
Hamburg,KPD/DKP5,1993,%,
Hamburg,DP,1993,%,
Hamburg,REP,1993,%,0.048
Hamburg,DVU,1993,%,0.027999999999999997
Hamburg,Sonstige,1993,%,0.031
Hamburg,Wahlbeteiligung,1997,%,0.695
Hamburg,CDU1,1997,%,0.307
Hamburg,SPD,1997,%,0.36200000000000004
Hamburg,FDP,1997,%,0.035
Hamburg,GRÜNE/GAL2,1997,%,0.139
Hamburg,Schill/Offensive3,1997,%,
Hamburg,DIE LINKE4,1997,%,0.006999999999999999
Hamburg,STATT-Partei,1997,%,0.038
Hamburg,AfD,1997,%,
Hamburg,DRP/NPD6,1997,%,0.001
Hamburg,PIRATEN,1997,%,
Hamburg,KPD/DKP5,1997,%,
Hamburg,DP,1997,%,0.0
Hamburg,REP,1997,%,0.018000000000000002
Hamburg,DVU,1997,%,0.049800000000000004
Hamburg,Sonstige,1997,%,0.042
Hamburg,Wahlbeteiligung,2001,%,0.71
Hamburg,CDU1,2001,%,0.262
Hamburg,SPD,2001,%,0.365
Hamburg,FDP,2001,%,0.051
Hamburg,GRÜNE/GAL2,2001,%,0.086
Hamburg,Schill/Offensive3,2001,%,0.19399999999999998
Hamburg,DIE LINKE4,2001,%,0.004
Hamburg,STATT-Partei,2001,%,0.004
Hamburg,AfD,2001,%,
Hamburg,DRP/NPD6,2001,%,
Hamburg,PIRATEN,2001,%,
Hamburg,KPD/DKP5,2001,%,
Hamburg,DP,2001,%,
Hamburg,REP,2001,%,0.001
Hamburg,DVU,2001,%,0.006999999999999999
Hamburg,Sonstige,2001,%,0.026000000000000002
Hamburg,Wahlbeteiligung,2004,%,0.687
Hamburg,CDU1,2004,%,0.47200000000000003
Hamburg,SPD,2004,%,0.305
Hamburg,FDP,2004,%,0.027999999999999997
Hamburg,GRÜNE/GAL2,2004,%,0.12300000000000001
Hamburg,Schill/Offensive3,2004,%,0.004
Hamburg,DIE LINKE4,2004,%,
Hamburg,STATT-Partei,2004,%,
Hamburg,AfD,2004,%,
Hamburg,DRP/NPD6,2004,%,0.003
Hamburg,PIRATEN,2004,%,
Hamburg,KPD/DKP5,2004,%,
Hamburg,DP,2004,%,
Hamburg,REP,2004,%,
Hamburg,DVU,2004,%,
Hamburg,Sonstige,2004,%,0.065
Hamburg,Wahlbeteiligung,2008,%,0.635
Hamburg,CDU1,2008,%,0.426
Hamburg,SPD,2008,%,0.341
Hamburg,FDP,2008,%,0.048
Hamburg,GRÜNE/GAL2,2008,%,0.096
Hamburg,Schill/Offensive3,2008,%,
Hamburg,DIE LINKE4,2008,%,0.064
Hamburg,STATT-Partei,2008,%,
Hamburg,AfD,2008,%,
Hamburg,DRP/NPD6,2008,%,
Hamburg,PIRATEN,2008,%,
Hamburg,KPD/DKP5,2008,%,
Hamburg,DP,2008,%,
Hamburg,REP,2008,%,
Hamburg,DVU,2008,%,0.008
Hamburg,Sonstige,2008,%,0.017
Hamburg,Wahlbeteiligung,2011,%,0.573
Hamburg,CDU1,2011,%,0.21899999999999997
Hamburg,SPD,2011,%,0.484
Hamburg,FDP,2011,%,0.067
Hamburg,GRÜNE/GAL2,2011,%,0.11199999999999999
Hamburg,Schill/Offensive3,2011,%,
Hamburg,DIE LINKE4,2011,%,0.064
Hamburg,STATT-Partei,2011,%,
Hamburg,AfD,2011,%,
Hamburg,DRP/NPD6,2011,%,0.009000000000000001
Hamburg,PIRATEN,2011,%,0.021
Hamburg,KPD/DKP5,2011,%,
Hamburg,DP,2011,%,
Hamburg,REP,2011,%,
Hamburg,DVU,2011,%,
Hamburg,Sonstige,2011,%,0.025
Hamburg,Wahlbeteiligung,2015,%,0.565
Hamburg,CDU1,2015,%,0.159
Hamburg,SPD,2015,%,0.456
Hamburg,FDP,2015,%,0.07400000000000001
Hamburg,GRÜNE/GAL2,2015,%,0.12300000000000001
Hamburg,Schill/Offensive3,2015,%,
Hamburg,DIE LINKE4,2015,%,0.085
Hamburg,STATT-Partei,2015,%,
Hamburg,AfD,2015,%,0.061
Hamburg,DRP/NPD6,2015,%,0.003
Hamburg,PIRATEN,2015,%,0.016
Hamburg,KPD/DKP5,2015,%,
Hamburg,DP,2015,%,
Hamburg,REP,2015,%,
Hamburg,DVU,2015,%,
Hamburg,Sonstige,2015,%,0.023
Hamburg,Wahlbeteiligung,2020,%,0.632
Hamburg,CDU1,2020,%,0.11199999999999999
Hamburg,SPD,2020,%,0.392
Hamburg,FDP,2020,%,0.049699999999999994
Hamburg,GRÜNE/GAL2,2020,%,0.242
Hamburg,Schill/Offensive3,2020,%,
Hamburg,DIE LINKE4,2020,%,0.091
Hamburg,STATT-Partei,2020,%,
Hamburg,AfD,2020,%,0.053
Hamburg,DRP/NPD6,2020,%,
Hamburg,PIRATEN,2020,%,0.005
Hamburg,KPD/DKP5,2020,%,
Hamburg,DP,2020,%,
Hamburg,REP,2020,%,
Hamburg,DVU,2020,%,
Hamburg,Sonstige,2020,%,0.055999999999999994
Mecklenburg-Vorpommern,Wahlbeteiligung,1990,%,0.647
Mecklenburg-Vorpommern,CDU,1990,%,0.38299999999999995
Mecklenburg-Vorpommern,SPD,1990,%,0.27
Mecklenburg-Vorpommern,Die Linke.¹,1990,%,0.157
Mecklenburg-Vorpommern,FDP²,1990,%,0.055
Mecklenburg-Vorpommern,GRÜNE,1990,%,
Mecklenburg-Vorpommern,NPD,1990,%,0.002
Mecklenburg-Vorpommern,AfD,1990,%,
Mecklenburg-Vorpommern,REP,1990,%,0.009000000000000001
Mecklenburg-Vorpommern,DVU,1990,%,
Mecklenburg-Vorpommern,PIRATEN,1990,%,
Mecklenburg-Vorpommern,Sonstige,1990,%,0.061
Mecklenburg-Vorpommern,Wahlbeteiligung,1994,%,0.7290000000000001
Mecklenburg-Vorpommern,CDU,1994,%,0.377
Mecklenburg-Vorpommern,SPD,1994,%,0.295
Mecklenburg-Vorpommern,Die Linke.¹,1994,%,0.22699999999999998
Mecklenburg-Vorpommern,FDP²,1994,%,0.038
Mecklenburg-Vorpommern,GRÜNE,1994,%,0.037000000000000005
Mecklenburg-Vorpommern,NPD,1994,%,0.001
Mecklenburg-Vorpommern,AfD,1994,%,
Mecklenburg-Vorpommern,REP,1994,%,0.01
Mecklenburg-Vorpommern,DVU,1994,%,
Mecklenburg-Vorpommern,PIRATEN,1994,%,
Mecklenburg-Vorpommern,Sonstige,1994,%,0.016
Mecklenburg-Vorpommern,Wahlbeteiligung,1998,%,0.794
Mecklenburg-Vorpommern,CDU,1998,%,0.302
Mecklenburg-Vorpommern,SPD,1998,%,0.34299999999999997
Mecklenburg-Vorpommern,Die Linke.¹,1998,%,0.244
Mecklenburg-Vorpommern,FDP²,1998,%,0.016
Mecklenburg-Vorpommern,GRÜNE,1998,%,0.027000000000000003
Mecklenburg-Vorpommern,NPD,1998,%,0.011000000000000001
Mecklenburg-Vorpommern,AfD,1998,%,
Mecklenburg-Vorpommern,REP,1998,%,0.005
Mecklenburg-Vorpommern,DVU,1998,%,0.028999999999999998
Mecklenburg-Vorpommern,PIRATEN,1998,%,
Mecklenburg-Vorpommern,Sonstige,1998,%,0.024
Mecklenburg-Vorpommern,Wahlbeteiligung,2002,%,0.706
Mecklenburg-Vorpommern,CDU,2002,%,0.314
Mecklenburg-Vorpommern,SPD,2002,%,0.406
Mecklenburg-Vorpommern,Die Linke.¹,2002,%,0.16399999999999998
Mecklenburg-Vorpommern,FDP²,2002,%,0.047
Mecklenburg-Vorpommern,GRÜNE,2002,%,0.026000000000000002
Mecklenburg-Vorpommern,NPD,2002,%,0.008
Mecklenburg-Vorpommern,AfD,2002,%,
Mecklenburg-Vorpommern,REP,2002,%,0.003
Mecklenburg-Vorpommern,DVU,2002,%,
Mecklenburg-Vorpommern,PIRATEN,2002,%,
Mecklenburg-Vorpommern,Sonstige,2002,%,0.032
Mecklenburg-Vorpommern,Wahlbeteiligung,2006,%,0.591
Mecklenburg-Vorpommern,CDU,2006,%,0.28800000000000003
Mecklenburg-Vorpommern,SPD,2006,%,0.302
